Date/Time	counts (1 sec)	cps	cpm	µR/h	mR/h	µSv/h	Averaging Time (sec)
2022/08/12 14:15:20	0	0	0	0	0	0	1
2022/08/12 14:15:21	0	0	0	0	0	0	1
2022/08/12 14:15:22	1	0	0	0	0	0	1
2022/08/12 14:15:23	0	0	0	0	0	0	1
2022/08/12 14:15:24	1	0	0	0	0	0	1
2022/08/12 14:15:25	0	0	0	0	0	0	1
2022/08/12 14:15:26	1	0	0	0	0	0	1
2022/08/12 14:15:27	0	0	0	0	0	0	1
2022/08/12 14:15:28	0	0	0	0	0	0	1
2022/08/12 14:15:29	1	0	0	0	0	0	1
2022/08/12 14:15:30	0	0	0	0	0	0	1
2022/08/12 14:15:31	1	0	0	0	0	0	1
2022/08/12 14:15:32	1	0	0	0	0	0	1
2022/08/12 14:15:33	2	0	0	0	0	0	1
2022/08/12 14:15:34	1	0	0	0	0	0	1
2022/08/12 14:15:35	2	0	0	0	0	0	1
2022/08/12 14:15:36	0	0	0	0	0	0	1
2022/08/12 14:15:37	0	0	0	0	0	0	1
2022/08/12 14:15:38	1	0	0	0	0	0	1
2022/08/12 14:15:39	1	0	0	0	0	0	1
2022/08/12 14:15:40	1	0	0	0	0	0	1
2022/08/12 14:15:41	2	0	0	0	0	0	1
2022/08/12 14:15:42	1	0	0	0	0	0	1
2022/08/12 14:15:43	1	0	0	0	0	0	1
2022/08/12 14:15:44	0	0	0	0	0	0	1
2022/08/12 14:15:45	0	0	0	0	0	0	1
2022/08/12 14:15:46	0	0	0	0	0	0	1
2022/08/12 14:15:47	1	0	0	0	0	0	1
2022/08/12 14:15:48	0	0	0	0	0	0	1
2022/08/12 14:15:49	2	0	0	0	0	0	1
2022/08/12 14:15:50	0	0	0	0	0	0	1
2022/08/12 14:15:51	0	0	0	0	0	0	1
2022/08/12 14:15:52	0	0	0	0	0	0	1
2022/08/12 14:15:53	0	0	0	0	0	0	1
2022/08/12 14:15:54	2	0	0	0	0	0	1
2022/08/12 14:15:55	1	0	0	0	0	0	1
2022/08/12 14:15:56	0	0	0	0	0	0	1
2022/08/12 14:15:57	1	0	0	0	0	0	1
2022/08/12 14:15:58	0	0	0	0	0	0	1
2022/08/12 14:15:59	1	0	0	0	0	0	1
2022/08/12 14:16:00	0	0	0	0	0	0	1
2022/08/12 14:16:01	2	0	0	0	0	0	1
2022/08/12 14:16:02	1	0	0	0	0	0	1
2022/08/12 14:16:03	1	0	0	0	0	0	1
2022/08/12 14:16:04	1	0	0	0	0	0	1
2022/08/12 14:16:05	2	0	0	0	0	0	1
2022/08/12 14:16:06	0	0	0	0	0	0	1
2022/08/12 14:16:07	0	0	0	0	0	0	1
2022/08/12 14:16:08	0	0	0	0	0	0	1
2022/08/12 14:16:09	2	0	0	0	0	0	1
2022/08/12 14:16:10	0	0	0	0	0	0	1
2022/08/12 14:16:11	1	0	0	0	0	0	1
2022/08/12 14:16:12	1	0	0	0	0	0	1
2022/08/12 14:16:13	2	0	0	0	0	0	1
2022/08/12 14:16:14	2	0	0	0	0	0	1
2022/08/12 14:16:15	1	0	0	0	0	0	1
2022/08/12 14:16:16	1	0	0	0	0	0	1
2022/08/12 14:16:17	2	0	0	0	0	0	1
2022/08/12 14:16:18	1	0	0	0	0	0	1
2022/08/12 14:16:19	0	0	0	0	0	0	1
2022/08/12 14:16:20	1	0	0	0	0	0	1
2022/08/12 14:16:21	0	0	0	0	0	0	1
2022/08/12 14:16:22	1	0	0	0	0	0	1
2022/08/12 14:16:23	0	0	0	0	0	0	1
2022/08/12 14:16:24	2	0	0	0	0	0	1
2022/08/12 14:16:25	1	0	0	0	0	0	1
2022/08/12 14:16:26	1	0	0	0	0	0	1
2022/08/12 14:16:27	0	0	0	0	0	0	1
2022/08/12 14:16:28	2	0	0	0	0	0	1
2022/08/12 14:16:29	1	0	0	0	0	0	1
2022/08/12 14:16:30	1	0	0	0	0	0	1
2022/08/12 14:16:31	0	0	0	0	0	0	1
2022/08/12 14:16:32	0	0	0	0	0	0	1
2022/08/12 14:16:33	0	0	0	0	0	0	1
2022/08/12 14:16:34	5	0	0	0	0	0	1
2022/08/12 14:16:35	1	0	0	0	0	0	1
2022/08/12 14:16:36	2	0	0	0	0	0	1
2022/08/12 14:16:37	1	0	0	0	0	0	1
2022/08/12 14:16:38	0	0	0	0	0	0	1
