Date/Time	counts (1 sec)	cps	cpm	µR/h	mR/h	µSv/h	Averaging Time (sec)
2022/08/12 10.32.50	1	0	0	0	0	0	1
2022/08/12 10.32.51	0	0	0	0	0	0	1
2022/08/12 10.32.52	0	0	0	0	0	0	1
2022/08/12 10.32.53	3	0	0	0	0	0	1
2022/08/12 10.32.54	1	0	0	0	0	0	1
2022/08/12 10.32.55	0	0	0	0	0	0	1
2022/08/12 10.32.56	0	0	0	0	0	0	1
2022/08/12 10.32.57	0	0	0	0	0	0	1
2022/08/12 10.32.58	1	0	0	0	0	0	1
2022/08/12 10.32.59	1	0	0	0	0	0	1
2022/08/12 10.33.00	0	0	0	0	0	0	1
2022/08/12 10.33.01	0	0	0	0	0	0	1
2022/08/12 10.33.02	0	0	0	0	0	0	1
2022/08/12 10.33.03	0	0	0	0	0	0	1
2022/08/12 10.33.05	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.06	0	0	0	0	0	0	1
2022/08/12 10.33.07	0	0	0	0	0	0	1
2022/08/12 10.33.08	0	3	180	53,8922155688623	0,0538922155688623	0,538922155688623	1
2022/08/12 10.33.09	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.10	0	0	0	0	0	0	1
2022/08/12 10.33.11	0	0	0	0	0	0	1
2022/08/12 10.33.12	2	0	0	0	0	0	1
2022/08/12 10.33.13	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.14	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.15	0	0	0	0	0	0	1
2022/08/12 10.33.16	2	0	0	0	0	0	1
2022/08/12 10.33.17	1	0	0	0	0	0	1
2022/08/12 10.33.18	1	0	0	0	0	0	1
2022/08/12 10.33.19	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.20	0	0	0	0	0	0	1
2022/08/12 10.33.21	0	0	0	0	0	0	1
2022/08/12 10.33.22	0	0	0	0	0	0	1
2022/08/12 10.33.23	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.24	0	0	0	0	0	0	1
2022/08/12 10.33.25	0	0	0	0	0	0	1
2022/08/12 10.33.26	1	2	120	35,9281437125749	0,0359281437125748	0,359281437125749	1
2022/08/12 10.33.27	0	0	0	0	0	0	1
2022/08/12 10.33.28	3	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.29	0	0	0	0	0	0	1
2022/08/12 10.33.30	1	2	120	35,9281437125749	0,0359281437125748	0,359281437125749	1
2022/08/12 10.33.31	2	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.32	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.33	1	0	0	0	0	0	1
2022/08/12 10.33.34	0	0	0	0	0	0	1
2022/08/12 10.33.36	0	0	0	0	0	0	1
2022/08/12 10.33.36	0	0	0	0	0	0	1
2022/08/12 10.33.37	0	0	0	0	0	0	1
2022/08/12 10.33.38	0	0	0	0	0	0	1
2022/08/12 10.33.39	0	0	0	0	0	0	1
2022/08/12 10.33.40	2	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.41	1	0	0	0	0	0	1
2022/08/12 10.33.42	0	3	180	53,8922155688623	0,0538922155688623	0,538922155688623	1
2022/08/12 10.33.43	1	0	0	0	0	0	1
2022/08/12 10.33.44	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.45	0	2	120	35,9281437125749	0,0359281437125748	0,359281437125749	1
2022/08/12 10.33.46	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.47	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.48	2	0	0	0	0	0	1
2022/08/12 10.33.49	1	0	0	0	0	0	1
2022/08/12 10.33.50	0	0	0	0	0	0	1
2022/08/12 10.33.51	1	0	0	0	0	0	1
2022/08/12 10.33.52	0	0	0	0	0	0	1
2022/08/12 10.33.53	0	0	0	0	0	0	1
2022/08/12 10.33.54	1	2	120	35,9281437125749	0,0359281437125748	0,359281437125749	1
2022/08/12 10.33.55	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.56	0	0	0	0	0	0	1
2022/08/12 10.33.57	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.33.58	0	0	0	0	0	0	1
2022/08/12 10.33.59	1	0	0	0	0	0	1
2022/08/12 10.34.00	0	0	0	0	0	0	1
2022/08/12 10.34.01	0	0	0	0	0	0	1
2022/08/12 10.34.02	0	2	120	35,9281437125749	0,0359281437125748	0,359281437125749	1
2022/08/12 10.34.03	3	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.04	0	0	0	0	0	0	1
2022/08/12 10.34.05	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.06	0	0	0	0	0	0	1
2022/08/12 10.34.07	1	0	0	0	0	0	1
2022/08/12 10.34.08	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.09	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.10	1	0	0	0	0	0	1
2022/08/12 10.34.11	0	0	0	0	0	0	1
2022/08/12 10.34.12	2	0	0	0	0	0	1
2022/08/12 10.34.13	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.14	0	0	0	0	0	0	1
2022/08/12 10.34.15	1	0	0	0	0	0	1
2022/08/12 10.34.16	0	0	0	0	0	0	1
2022/08/12 10.34.17	0	3	180	53,8922155688623	0,0538922155688623	0,538922155688623	1
2022/08/12 10.34.18	1	0	0	0	0	0	1
2022/08/12 10.34.19	1	0	0	0	0	0	1
2022/08/12 10.34.20	0	0	0	0	0	0	1
2022/08/12 10.34.21	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.22	1	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.23	0	0	0	0	0	0	1
2022/08/12 10.34.24	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	1
2022/08/12 10.34.25	0	0	0	0	0	0	1
2022/08/12 10.34.26	0	2	120	35,9281437125749	0,0359281437125748	0,359281437125749	1
2022/08/12 10.34.27	1	0	0	0	0	0	1
2022/08/12 10.34.28	0	0	0	0	0	0	0
2022/08/12 10.34.29	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	0
2022/08/12 10.34.30	0	0	0	0	0	0	0
2022/08/12 10.34.31	0	0	0	0	0	0	0
2022/08/12 10.34.32	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	0
2022/08/12 10.34.33	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	0
2022/08/12 10.34.34	0	0	0	0	0	0	0
2022/08/12 10.34.35	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	0
2022/08/12 10.34.36	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	0
2022/08/12 10.34.37	0	0	0	0	0	0	0
2022/08/12 10.34.38	0	0	0	0	0	0	0
2022/08/12 10.34.39	0	0	0	0	0	0	0
2022/08/12 10.34.40	0	0	0	0	0	0	0
2022/08/12 10.34.41	0	1	60	17,9640718562874	0,0179640718562874	0,179640718562874	0
